Canonical_ID,Original_Name,Full_Name,Smiley_ID,Smiley_Name,URAP_ID,URAP_Name,Gender,Chapter,Page,Saga
2353,"Haraldr Knútsson (Gull-Haraldr), ",Haraldr Knútsson (Gull-Haraldr),373,Harald (Gold-Harald),:280,Harald Knutsson Gold-Harald,:1,:-1,:-1,:Egil
2355,"Haraldr Sigurðarson inn harðráði, Noregskonungr, ",Haraldr Sigurðarson inn harðráði,377,Harald Sigurdarson,:616,King Harald Sigurdarson,:1,:50,:374,:Laxdoela
2360,"Harðbeinn Helgason, ",Harðbeinn Helgason,379,Hardbein (father of Helgi Hardbeinsson),:629,Hardbein,:1,:54,:378,:Laxdoela
2364,"Hárekr Hildiríðarson (Björgólfsson), ",Hárekr Hildiríðarson (Björgólfsson),381,Harek (son of Hildirid),:42,"Harek Son of Bjorgolf, Hildirid",:1,:-1,:-1,:Egil
2378,"Hásteinn Atlason jarls ins mjóva, landnm. á Stokkseyri (sbr. Hallsteinn), ",Hásteinn Atlason jarls ins mjóva,368,Hallstein (son of Earl Atli),:17,Hallstein Atli's son,:1,:-1,:-1,:Egil
2383,"Haukr berserkr, at Haukagili í Vatnsdal, ",Haukr berserkr,384,Hauk (two berserks with the same name),:134,Hauk two berserks with the same name,:2,:46,:265,:Vatnsdal
2390,"Haukr, fylgdarmaðr Snorra goða, ",Haukr,384,Hauk (two berserks with the same name),:301,Hauk,:1,:-1,:-1,:Eyrbyggja
2397,"Hávarðr, at Hávarðsstöðum í Þorvaldsdal, ",Hávarðr,385,Havard (farmhand of Gisli Sursson),:69:94,Havard,:1:1,:11:31,:512:546,:Gisla:Gisla
2421,"Heggr, bóndi á Heggsstöðum, ",Heggr,387,Hegg from Heggsstadir,:156,Hegg,:1,:-1,:-1,:Egil
2433,"Helga Ánsdóttir bogsveigis, kona Gríms loðinkinna, ",Helga Ánsdóttir bogsveigis,392,Helga Ansdottir (Bow-bender; mother of An Grimsson Red-cloak),:44,Helga,:0,:4,:504,:Gisla
2455,"Helga Ketilsdóttir hængs, kona Brynjólfs Björgólfssonar, ",Helga Ketilsdóttir hængs,389,Helga (daughter of Ketil Haeng. Hrafnista),:37,"Helga Brynjolf's wife, Haeng's daughter",:0,:-1,:-1,:Egil
2458,"Helga Kjallaksdóttir, kona Ásgeirs Vestarssonar á Eyri, ",Helga Kjallaksdóttir,380,Hardbein Helgason (son of Helgi Hardbeinsson),:355,Helga,:0,:3,:278,:Laxdoela
2462,"Helga Óláfsdóttir feilans, kona Gunnars Hlífarsonar, ",Helga Óláfsdóttir feilans,396,Helga Olafsdottir (Feilan),:286:416,Helga Olaf Feilan's daughter,:0:0,:-1:7,:-1:282,:Egil:Laxdoela
2477,"Helga Þorfinnsdóttir, bónda við Eiðaskóg, ",Helga Þorfinnsdóttir,397,Helga Thorfinnsdottir (in Eidaskog),:237,Helga Thorfinnsdottir,:0,:-1,:-1,:Egil
2492,"Helga Þorsteinsdóttir in fagra, ",Helga Þorsteinsdóttir in fagra,398,Helga Thorsteinsdottir the Fair,:299,Helga the Fair,:0,:-1,:-1,:Egil
2494,"Helga, á Kroppi, ",Helga,394,Helga from Kropp,:639,Helga of Kropp,:1,:57,:383,:Laxdoela
2495,"Helga, frilla Bergs ins rakka, ",Helga,390,Helga (mistress of Berg the Bold),:100,Helga mistress of Berg the Bold,:0,:33,:242,:Vatnsdal
2507,"Helgi Bjartmarsson, ",Helgi Bjartmarsson,402,Helgi Bjartmarsson,:31,Helgi,:1,:4,:504,:Gisla
2508,"Helgi Droplaugarson (Þorvaldsson), ",Helgi Droplaugarson (Þorvaldsson),400,Helgi (skipper),:88,Helgi Droplaugarson,:1,:-1,:-1,:Eyrbyggja
2516,"Helgi Hængsson, ",Helgi Hængsson,404,Helgi Haengsson,:84,"Helgi Haeng, Ingunn's son",:1,:-1,:-1,:Egil
2530,"Helgi Ingjaldsson (Ingjaldsfífl), ",Helgi Ingjaldsson (Ingjaldsfífl),406,Helgi Ingjaldsson Ingjald's Fool (son of Ingjald of Hergilsey),:90,Helgi,:1,:25,:536,:Gisla
2531,"Helgi inn magri Eyvindarson, landnámsm. í Kristnesi (Magr-Helgi), ",Helgi inn magri Eyvindarson,403,Helgi Eyvindarson the Lean,:332:89,Helgi the Lean,:1:1,:1:-1,:276:-1,:Laxdoela:Eyrbyggja
2534,"Helgi Ketilsson bjóla, landnm. at Hofi á Kjalarnesi, ",Helgi Ketilsson bjóla,407,Helgi Ketilsson Bjolan (Irish 'Be√î√∏Œ©ll√î√∏Œ©n'),:330:87,Helgi Bjolan,:1:1,:1:-1,:276:-1,:Laxdoela:Eyrbyggja
2543,"Helgi Óláfsson pá, ",Helgi Óláfsson pá,396,Helga Olafsdottir (Feilan),:497,Helgi,:1,:28,:321,:Laxdoela
2545,"Helgi Ósvífrsson, ",Helgi Ósvífrsson,410,Helgi Osvifsson (brother of Gudrun Osvifsdottir),:536,Helgi,:1,:32,:327,:Laxdoela
2546,"Helgi Óttarsson, Bjarnarsonar austræna, ",Helgi Óttarsson,411,Helgi Ottarsson (father of Osvif Helgason the Wise and Einar Helgason Skalaglamm),:276:528:251,Helgi Ottarsson,:1:1:1,:-1:32:-1,:-1:327:-1,:Egil:Laxdoela:Eyrbyggja
2547,"Helgi Rannveigarson, ",Helgi Rannveigarson,401,Helgi (son of Rannveig),:162,Helgi Rannveigsson,:1,:-1,:-1,:Egil
2548,"Helgi Rauða-Bjarnarson, í Hvammi, ",Helgi Rauða-Bjarnarson,412,Helgi Red-Bjarnarson,:283,Helgi Red Bjarnarson,:1,:-1,:-1,:Egil
2557,"Helgi Vésteinsson, ",Helgi Vésteinsson,415,Helgi Vesteinsson (son of Vestein Vesteinsson),:48,Helgi,:1,:4,:504,:Gisla
2562,"Helgi Þorfinnsson bónda við Eiðaskóg, ",Helgi Þorfinnsson bónda við Eiðaskóg,414,Helgi Thorfinnsson (in Eidaskog),:238,Helgi Thorfinns son,:1,:-1,:-1,:Egil
2591,"Herdís Bolladóttir, kona Orms Hermundarsonar, ",Herdís Bolladóttir,418,Herdis Bolladottir (daughter of Bolli Bollason),:659,Herdis,:1,:70,:406,:Laxdoela
2614,"Herjólfr Eyvindarson elds, ",Herjólfr Eyvindarson elds,419,Herjolf (father of Hrut Herjolfsson),:428,Herjolf,:1,:7,:283,:Laxdoela
2615,"Herjólfr Hængsson, undir Brekkum, ",Herjólfr Hængsson,421,Herjolf Haengsson,:81,"Herjolf Haeng, Ingunn's son",:1,:-1,:-1,:Egil
2620,"Herjólfr Sigurðarson hölkinrazi (hokinrazi), landnm. á Snæfellsnesi, ",Herjólfr Sigurðarson hölkinrazi (hokinrazi),419,Herjolf (father of Hrut Herjolfsson),:90,Herjolf Holkinrazi,:1,:-1,:-1,:Eyrbyggja
2626,"Herlaugr Hákonarson, ",Herlaugr Hákonarson,423,Herlaug (son of Earl Hakon of Lade),:33,Herlaug Hakon of Lade's son,:1,:-1,:-1,:Egil
2628,"Herlaugr, konungr í Naumudal, ",Herlaugr,422,Herlaug (King in Naumdal),:23,Herlaug of Naumdal,:1,:-1,:-1,:Egil
2629,"Hermundr Ávaldason, ",Hermundr Ávaldason,424,Hermund Avaldason,:129,Hermund Avaldason,:1,:45,:264,:Vatnsdal
2630,"Hermundr Eyvindarson sörkvis, ",Hermundr Eyvindarson sörkvis,425,Hermund Eyvindarson,:75,Hermund Eyvindarson,:1,:23,:225,:Vatnsdal
2632,"Hermundr Illugason, á Gilsbakka, ",Hermundr Illugason,426,Hermund Illugason (the Black),:661,Hermund Illugason,:1,:78,:420,:Laxdoela
2633,"Hermundr Koðránsson, á Gilsbakka, ",Hermundr Koðránsson,427,Hermund Kodransson,:664,Hermund,:0,:78,:420,:Laxdoela
2640,"Hersteinn Atlason jarls ins mjóva, ",Hersteinn Atlason jarls ins mjóva,428,Herstein (son of Earl Atli),:19,Herstein Atli's son,:1,:-1,:-1,:Egil
2642,"Hersteinn Þorkelsson, Blund-Ketilssonar, ",Hersteinn Þorkelsson,429,Herstein Thorkelsson,:423,Herstein,:1,:7,:282,:Laxdoela
2665,"Hildir, landnm. í Hildisey, ",Hildir,434,Hildir from Hildisey,:87,Hildir from Hildisey Moeid's father,:1,:-1,:-1,:Egil
2667,"Hildiríðr Högnadóttir, ór Léku, ",Hildiríðr Högnadóttir,435,Hildirid (daughter of Hogni at Leka. mother of Harek and Hraerek),:41,"Hildirid Hogni's daughter, Bjorgolf's wife",:0,:-1,:-1,:Egil
2673,"Hildr Hermundardóttir, Eyvindarsonar, kona Ávalda Ingjaldssonar, ",Hildr Hermundardóttir,431,Hild Eyvindardottir (wife of Beard-Avaldi),:125,Hild Eyvindardottir wife of Beard-Avaldi,:0,:44,:260,:Vatnsdal
2684,"Hildr, kona Bjarneyja-Ketils, ",Hildr,430,Hild Bjartmarsdottir,:30,Hild,:0,:4,:504,:Gisla
2699,"Hjalti Skeggjason, Þorgeirssonar, í Þjórsárdal, ",Hjalti Skeggjason,438,Hjalti Skeggjason,:602:91,Hjalti Skeggjason,:1:1,:41:-1,:353:-1,:Laxdoela:Eyrbyggja
2709,"Hjörleifr (Leifr) Hróðmarsson (Hrómundarson), fóstbróðir Ingólfi, ",Hjörleifr (Leifr) Hróðmarsson (Hrómundarson),439,Hjorleif (Leif) Hromundarson (foster-brother of Ingolf Arnarson),:76,Hjorleif Hrodmundarson,:1,:-1,:-1,:Egil
2714,"Hjörleifr Þorsteinsson, á Borg, ",Hjörleifr Þorsteinsson,440,Hjorleif Thorsteinsson (Egilsson),:295,Hjorleif Thorsteinsson,:1,:-1,:-1,:Egil
2737,"Hlöðvér Þorfinnsson, jarl í Orkneyjum, ",Hlöðvér Þorfinnsson,441,Hlodver Thorfinnsson,:370,Hlodver,:1,:4,:279,:Laxdoela
2752,"Högni Ingimundarson ins gamla, ",Högni Ingimundarson ins gamla,443,Hogni Ingimundarson (son of Ingimund Thorsteinsson),:40,Hogni Ingimundarson son of Ingimund Thorsteinsson,:1,:13,:209,:Vatnsdal
2753,"Högni Ingólfsson, at Hofi, ",Högni Ingólfsson,444,Hogni Ingolfsson (Thorsteinsson),:110,Hogni Ingolfsson Thorsteinsson,:1,:40,:254,:Vatnsdal
2759,"Högni, bóndi í Léku, ",Högni,442,Hogni (farmer at Leka),:40,"Hogni, from Leka",:1,:-1,:-1,:Egil
2770,"Hólmgöngu-Bersi Véleifsson (Eyglu-Bersi, Raza-Bersi), ",Hólmgöngu-Bersi Véleifsson (Eyglu-Bersi,113,Bersi Veleifsson the Dueller,:441,Bersi the Dueller,:1,:9,:285,:Laxdoela
2778,"Hólmsteinn Atlason jarls, ",Hólmsteinn Atlason jarls,445,Holmstein (son of Earl Atli),:18,Holmstein Atli's son,:1,:-1,:-1,:Egil
2788,"Hörðr, landnm. í Hörðadal, ",Hörðr,446,Hord (settler in Hordadal),:364,Hord,:1,:4,:278,:Laxdoela
2794,"Höskuldr Dala-Kollsson, á Höskuldsstöðum í Laxárdal, ",Höskuldr Dala-Kollsson,447,Hoskuld Dala-Kollsson,:203:376,Hoskuld Dalakollson,:1:1,:-1:5,:-1:279,:Egil:Laxdoela
2802,"Höskuldr Óláfsson pá, ",Höskuldr Óláfsson pá,1023,Thorleik Hoskuldsson,:498,Hoskuld,:1,:28,:321,:Laxdoela
2814,"Hrærekr Hildiríðarson (Björgólfsson), ",Hrærekr Hildiríðarson (Björgólfsson),449,Hraerek (son of Hildirid),:43,"Hraerek Son of Bjorgolf, Hildirid",:1,:-1,:-1,:Egil
2815,"Hrafn Dýrason, á Ketilseyri, ",Hrafn Dýrason,452,Hrafn Dyrason from Ketilseyri,:28,Hrafn from Ketilseyri,:1,:4,:504,:Gisla
2819,"Hrafn Hængsson lögsögumaðr, ",Hrafn Hængsson lögsögumaðr,453,Hrafn Haengsson,:78,"Hrafn Haeng, Ingunn's son",:1,:-1,:-1,:Egil
2834,"Hrafn víkingr, ",Hrafn víkingr,450,Hrafn (Norwegian skipper),:93,Hrafn the Viking,:1,:-1,:-1,:Eyrbyggja
2838,"Hrafn Þorsteinsson, á Borg, ",Hrafn Þorsteinsson,456,Hrafn Thorsteinsson (Egilsson),:290,Hrafn Thorsteinsson,:1,:-1,:-1,:Egil
2844,"Hrafn, Austmaðr á Hofi í Vatnsdal, ",Hrafn,450,Hrafn (Norwegian skipper),:58,Hrafn Norwegian skipper,:1,:17,:214,:Vatnsdal
2851,"Hrafnhildr Ketilsdóttir hængs eldra, kona Þorkels Naumdælajarl, ",Hrafnhildr Ketilsdóttir hængs eldra,457,Hrafnhild (daughter of Ketil Haeng. at Hrafnista),:71,Hrafnhild Thorkel's wife,:0,:-1,:-1,:Egil
2853,"Hrafnkell Hrafnsson (Hallfreðarson) Freysgoði, ",Hrafnkell Hrafnsson (Hallfreðarson) Freysgoði,458,Hrafnkel Hallfredarson Frey's Godi,:9,Hrafnkel,:1,:1,:438,:Hrafnkel
2868,"Hrappr Sumarliðason, at Hrappsstöðum, (Víga-Hrappr), ",Hrappr Sumarliðason,460,Hrapp (Killer-Hrapp) Sumarlidason,:442,Hrapp,:1,:10,:285,:Laxdoela
2869,"Hrappr, breiðfirzkr maðr, ",Hrappr,459,Hrapp (one of Thorgils Holluson's men),:644,Hrapp,:1,:62,:392,:Laxdoela
2884,"Hreina Ásgeirsdóttir, kona Hjartans Óláfssonar, ",Hreina Ásgeirsdóttir,461,Hrefna Asgeirsdottir (wife of Kjartan Olafsson),:592:92,Hrefna,:0:0,:40:29,:345:237,:Laxdoela:Vatnsdal
2885,"Hreinn Hermundarson, á Gilsbakka, ",Hreinn Hermundarson,462,Hrein Hermundarson,:669,Hrein,:1,:78,:420,:Laxdoela
2887,"Hrifla Þorsteinsson, ",Hrifla Þorsteinsson,463,Hrifla Thorsteinsson (Egilsson),:289,Hrifla Thorsteinsson,:1,:-1,:-1,:Egil
2891,"Hringr, ",Hringr,464,Hring (Earl in Britain),:191,Hring,:1,:-1,:-1,:Egil
2912,"Hróaldr, í Haddingjadal, ",Hróaldr,465,Hroald (Earl in Fjordane),:14,"Hroald, Audbjorn's earl",:1,:-1,:-1,:Egil
2931,"Hróðný Skeggjadóttir, kona Þórðar gellis, ",Hróðný Skeggjadóttir,466,Hrodny Skeggjadottir (wife of Thord Bellower),:406,Hrodny,:0,:7,:282,:Laxdoela
2932,"Hróðný Unadóttir, ór Unadal, ",Hróðný Unadóttir,467,Hrodny Unadottir (at Unadal),:67,Hrodny Unadottir at Unadal,:0,:18,:217,:Vatnsdal
2957,"Hrólfr kraki Helgason, Danakonungr, ",Hrólfr kraki Helgason,470,Hrolf Kraki (legendary king of Denmark),:687,Hrolf Kraki,:1,:78,:421,:Laxdoela
2973,"Hrólfr, leysingi Hrúts Herjólfssonar, ",Hrólfr,468,Hrolf (a freed slave),:491,Hrolf,:1,:25,:318,:Laxdoela
2975,"Hrollaugr konungr, síðar jarl í Naumudal, ",Hrollaugr konungr,472,Hrollaug (King in Naumdal),:24,Hrollaug of Naumdal,:1,:-1,:-1,:Egil
2978,"Hrolleifr inn mikli Arnhaldsson, landnm. í Hrolleifsdal, ",Hrolleifr inn mikli Arnhaldsson,473,Hrolleif the Tall (son of Ljot),:62,Hrolleif the Tall son of Ljot,:1,:18,:216,:Vatnsdal
2983,"Hrómundr inn halti Eyvindarson sörkvis, at Fagrabrekku, skáld, ",Hrómundr inn halti Eyvindarson sörkvis,475,Hromund Eyvindarson the Lame,:74,Hromund Eyvindarson the Lame,:1,:23,:225,:Vatnsdal
2985,"Hrómundr Þórisson (Ingjaldsson), landnm. á Hrómundarstöðum í Þverárhlíð, ",Hrómundr Þórisson (Ingjaldsson),474,Hromund (brother of Grim the Halogalander),:198:15,Hromund,:1:1,:-1:7,:-1:198,:Egil:Vatnsdal
2999,"Hrútr Herjólfsson, á Kambsnesi, ",Hrútr Herjólfsson,478,Hrut Herjolfsson,:429,Hrut,:1,:8,:283,:Laxdoela
3004,"Húnbogi inn sterki Álfsson ór Dölum, ",Húnbogi inn sterki Álfsson ór Dölum,479,Hunbogi Alfsson the Strong (of Dalir),:641,Hunbogi the Strong,:1,:62,:391,:Laxdoela
3007,"Hundi, landnm. í Hundadal, ",Hundi,480,Hundi (a freed slave. settler Hundadal),:392,Hundi,:1,:6,:280,:Laxdoela
3012,"Húnröðr Véfröðarson (réttara Ævarsson, Véfröðarsonar), ",Húnröðr Véfröðarson (réttara Ævarsson Véfröðarsonar),482,Hunrod Vefrodarson,:139,Hunrod Vefrodarson,:1,:47,:266,:Vatnsdal
3013,"Húnþjófr, konungr á Norðmæri, ",Húnþjófr,483,Huntjof (King in More),:25,King Hunthjof,:1,:-1,:-1,:Egil
3016,"Hvati, landnm. at Hvatastöðum, ",Hvati,484,Hvati (slave of Ingimund Thorsteinsson),:37,Hvati slave of Ingimund Thorsteinsson,:1,:13,:209,:Vatnsdal
3029,"Illugi Ásláksson inn rammi, í Langadal, ",Illugi Ásláksson inn rammi,485,Illugi Aslaksson (of Langadal),:97,Illugi the Strong,:1,:-1,:-1,:Eyrbyggja
3037,"Illugi inn svarti Hallkelsson, á Gilsbakka, ",Illugi inn svarti Hallkelsson,486,Illugi Hallkelsson the Black,:202:381:31:96,Illugi the Black,:1:1:1:1,:-1:6:10:-1,:-1:280:206:-1,:Egil:Laxdoela:Vatnsdal:Eyrbyggja
3051,"Ingibjörg Ásbjarnardóttir, kona Illuga svarta, ",Ingibjörg Ásbjarnardóttir,488,Ingibjorg Asbjarnardottir (mother of Gunnlaug Illgason Serpent-tongue),:380:98,Ingibjorg,:0:2,:6:-1,:280:-1,:Laxdoela:Eyrbyggja
3057,"Ingibjörg Haraldsdóttir ins hárfagra, kona Hálfdanar jarls, ",Ingibjörg Haraldsdóttir ins hárfagra,487,Ingibjorg (daughter of King Harald Fair-hair),:69,Ingibjorg Harald's daughter,:0,:-1,:-1,:Egil
3060,"Ingibjörg Ísadóttir, kona Ara Þorkelssonar, ",Ingibjörg Ísadóttir,489,Ingibjorg Isadottir (wife of Gisli Thorkelsson),:8,Ingibjorg,:0,:1,:500,:Gisla
3063,"Ingibjörg Tryggvadóttir, kona Rögnvalds Úlfssonar jarls, ",Ingibjörg Tryggvadóttir,490,Ingibjorg Tryggvadottir (sister of King Olaf Tryggvason),:609,Ingibjorg,:0,:41,:353,:Laxdoela
3073,"Ingigerðr, kona Ísa á Norðmæri, ",Ingigerðr,491,Ingigerd (wife of Isi),:7,Ingigerd,:0,:1,:500,:Gisla
3082,"Ingimundr inn gamli Þorsteinsson, landnm. at Hofi í Vatnsdal, ",Ingimundr inn gamli Þorsteinsson,493,Ingimund Thorsteinsson the Old,:12,Ingimund Thorsteinsson the Old,:1,:7,:197,:Vatnsdal
3083,"Ingimundr, jarl á Gautlandi, ",Ingimundr,492,Ingimund (Earl of Gotland),:9,Ingimund Earl of Gotland,:1,:3,:192,:Vatnsdal
3085,"Ingiríðr Sveinsdóttir, drottning Óláfs kyrra Haraldssonar, ",Ingiríðr Sveinsdóttir,495,Ingirid (queen. wife of King Olaf Haraldsson the Quiet),:165,Queen Ingirid,:0,:-1,:-1,:Egil
3089,"Ingjaldr Fróðason konungs, ",Ingjaldr Fróðason konungs,499,Ingjald Frodason,:338,Ingjald,:1,:1,:276,:Laxdoela
3093,"Ingjaldr Hergilsson, í Hergilsey, ",Ingjaldr Hergilsson,501,Ingjald of Hergilsey,:86,Ingjald of Hergilsey,:1,:24,:535,:Gisla
3097,"Ingjaldr inn hvíti Helgason, konungr, ",Ingjaldr inn hvíti Helgason,500,Ingjald Helgason (King),:100,Ingjald Helgason,:1,:-1,:-1,:Eyrbyggja
3101,"Ingjaldr Óláfsson feilans, ",Ingjaldr Óláfsson feilans,502,Ingjald Olafsson (Feilan),:454,Ingjald,:1,:11,:286,:Laxdoela
3102,"Ingjaldr Sauðeyjargoði, ",Ingjaldr Sauðeyjargoði,503,Ingjald the Godi of Saudeyjar,:462,Ingjald,:1,:14,:290,:Laxdoela
3107,"Ingjaldr, bóndi í Hefni, ",Ingjaldr,496,Ingjald (father of Beard-Avaldi),:13,Ingjald in Hefne,:1,:7,:197,:Vatnsdal
3115,"Ingólfr Arnarson, landnámsm. í Reykjavík, ",Ingólfr Arnarson,505,Ingolf Arnarson (the first settler in Iceland),:75:101,Ingolf Arnarson,:1:1,:-1:-1,:-1:-1,:Egil:Eyrbyggja
3118,"Ingólfr inn fagri Þorsteinsson, ",Ingólfr inn fagri Þorsteinsson,506,Ingolf Thorsteinsson (Ingimundarson),:89,Ingolf Thorsteinsson Ingimundarson,:1,:29,:237,:Vatnsdal
3126,"Ingunn Þórólfsdóttir, kona Glúms Geirasonar, ",Ingunn Þórólfsdóttir,507,Ingunn (mother of Thord Ingunnarson),:549,Ingunn,:0,:32,:328,:Laxdoela
3128,"Ingunn, kona Ketils hængs Þorkelssonar, ",Ingunn,508,Ingunn (wife of Ketil Haeng),:77,Ingunn Haeng's wife,:0,:-1,:-1,:Egil
3134,"Íri, leysingi Þorsteins Egilssonar, ",Íri,509,Iri (a freedman of Thorstein Egilsson),:314,Iri,:1,:-1,:-1,:Egil
3140,"Ísgerðr, at Bárðartjörn, ",Ísgerðr,510,Isgerd (grandmother of Gisli Sursson),:2,Isgerd,:0,:1,:500,:Gisla
3142,"Ísi, í Fjarðafylki, ",Ísi,511,Isi (at Fibule),:6,Isi,:1,:1,:500,:Gisla
3143,"Ísleifr Gizurarson, byskup í Skálahold, ",Ísleifr Gizurarson,512,Isleif Gizurarson,:587,Bishop Isleif,:1,:40,:345,:Laxdoela
3183,"Játmundr Játvarðsson, Englandskonungr, ",Játmundr Játvarðsson,165,Edmund I,:230,Edmund,:1,:-1,:-1,:Egil
3184,"Játvarðr Elfráðsson, Englakonungr, ",Játvarðr Elfráðsson,166,Edward the Elder,:184,Edward,:1,:-1,:-1,:Egil
3197,"Jófríðr Gunnarsdóttir, kona ÞóroddsTungu-Oddssonar, svo Þorsteins Egilssonar á Borg, ",Jófríðr Gunnarsdóttir,515,Jofrid Gunnarsdottir (wife of Thorstein Egilsson),:284:418,Jofrid Gunnarsdottir,:0:0,:-1:7,:-1:282,:Egil:Laxdoela
3207,"Jökull Ingimundarson ins gamla, ",Jökull Ingimundarson ins gamla,517,Jokul Ingimundarson (son of Ingimund Thorsteinsson),:38,Jokul Ingimundarson son of Ingimund Thorsteinsson,:1,:13,:209,:Vatnsdal
3208,"Jökull Ingimundarson jarls, stígamaðr, ",Jökull Ingimundarson jarls,516,Jokul Ingimundarson (son of Ingimund Earl of Gotland),:8,Jokul Ingimundarson son of Ingimund Earl of Gotland,:1,:3,:191,:Vatnsdal
3214,"Jón Árnason, í Bjarkey, ",Jón Árnason,518, Jon Ulfsson (son of Ulf Ospaksson) ,:103,Jon,:1,:-1,:-1,:Eyrbyggja
3224,"Jón Úlfsson, á Reyrvelli, ",Jón Úlfsson,518,Jon Ulfsson (son of Ulf Ospaksson),:619,Jon,:1,:50,:374,:Laxdoela
3239,"Jörun-Björn, norðr í Noregi, ",Jörun-Björn,521,Jorund Neck,:57,Jorund Neck,:1,:16,:214,:Vatnsdal
3242,"Jörundr háls Þórisson, landnm. á Grund í Vatnsdal, ",Jörundr háls Þórisson,522,Jorund Thorisson (son of Thorir the Silent),:46,Jorund Thorisson son of Thorir the Silent,:1,:13,:209,:Vatnsdal
3243,"Jörundr Hrafnsson goði, ",Jörundr Hrafnsson goði,520,Jorund Hrafnsson Godi,:91,Jorund the Godi Thorlaug's husband,:1,:-1,:-1,:Egil
3249,"Jörundr Þorfinnsson, ",Jörundr Þorfinnsson,522, Jorund Thorisson (son of Thorir the Silent) ,:104,Jorund Thorfinnsson,:1,:-1,:-1,:Eyrbyggja
3256,"Jórunn Bjarnardóttir, kona Höskulds Dala-Kollssonar, ",Jórunn Bjarnardóttir,523,Jorunn Bjarnardottir (wife of Hoskuld Dala-Kollsson),:434,Jorunn,:0,:9,:284,:Laxdoela
3264,"Jórunn Ingimundardóttir ins gamla, kona Ásgeirs eldra Auðunarsonar, ",Jórunn Ingimundardóttir ins gamla,524,Jorunn Ingimundardottir (daughter of Ingimund Thorsteinsson),:43,Jorunn Ingimundardottir daughter of Ingimund Thorsteinsson,:0,:13,:209,:Vatnsdal
3265,"Jórunn Ketilsdóttir mannvitsbrekka, ",Jórunn Ketilsdóttir mannvitsbrekka,525,Jorunn Ketilsdottir Manvitsbrekka,:341,Jorunn Manvitsbrekka,:0,:1,:276,:Laxdoela
3269,"Jórunn Þorbergsdóttir, kona Ulfs Óspakssonar, ",Jórunn Þorbergsdóttir,526,Jorunn Thorbergsdottir (wife of Ulf Ospaksson),:618,Jorunn Thorbergsdottir,:0,:50,:374,:Laxdoela
3285,"Kaðlín Göngu-Hrólfsdóttir, kona Bjólans Skotakonungs, ",Kaðlín Göngu-Hrólfsdóttir,527,Kadlin (daughter of Hrolf the Walker),:530,Kadlin,:0,:32,:327,:Laxdoela
3289,"Kálfr Ásgeirsson, at Ásgeirsá, ",Kálfr Ásgeirsson,528,Kalf Asgeirsson,:91,Kalf Asgeirsson,:1,:29,:237,:Vatnsdal
3313,"Kári Hrútsson, Herjólfssonar, ",Kári Hrútsson,530,Kari Hrutsson,:569,Kari,:1,:37,:340,:Laxdoela
3341,"Kárr Þóroddsson, á Kárstöðum, ",Kárr Þóroddsson,529,Kari from Berle,:106,Kar,:1,:-1,:-1,:Eyrbyggja
3363,"Ketill blundr, í Þrándarholti í Flókadal, ",Ketill blundr,142,Blund-Ketil Geirsson,:152,Blund-Ketil,:1,:-1,:-1,:Egil
3366,"Ketill flatnefr Bjarnarson bunu, hersir, ",Ketill flatnefr Bjarnarson bunu,532,Ketil Bjarnarson Flat-nose,:325:109,Ketil Flat-nose,:1:1,:1:-1,:276:-1,:Laxdoela:Eyrbyggja
3370,"Ketill gufa Örlygsson, landnm. í GufufirðÍ við Breiðafjörð, ",Ketill gufa Örlygsson,534,Ketil Gufa (Steam),:244,Ketil Gufa,:1,:-1,:-1,:Egil
3372,"Ketill Hallbjarnarson hængr, í Hrafnistu, ",Ketill Hallbjarnarson hængr,536,Ketil Hallbjarnarson Haeng (from Hrafnista),:6:42,Ketil Haeng Hallbjarnarson from Hrafnista,:1:1,:-1:4,:-1:504,:Egil:Gisla
3374,"Ketill Hermundarson, ábóti á Helgafelli, ",Ketill Hermundarson,696,Runolf Ketilsson (priest),:668,Ketil,:1,:78,:420,:Laxdoela
3375,"Ketill höðr, hirðmaðr Eiríks blóðöxar, ",Ketill höðr,542,Ketil the Slayer (one of King Eirik Blood-axe's men),:204,Ketil the Slayer,:1,:-1,:-1,:Egil
3381,"Ketill inn fíflski (fiskni), landnm. í Kirkjubæ á Síðu, ",Ketill inn fíflski (fiskni),541,Ketil the Lucky Fisher (son of Jorunn Manvitsbrekka),:342,Ketil the Lucky Fisher,:1,:1,:276,:Laxdoela
3386,"Ketill kjölfari, ",Ketill kjölfari,538,Ketil Keelfarer,:111,Ketil Keel-farer,:1,:-1,:-1,:Egil
3393,"Ketill raumr Ormsson, hersir í Raumsdal, ",Ketill raumr Ormsson,539,Ketil Ormsson the Large (in Romsdal),:2,Ketil Ormsson the Large in Romsdal,:1,:1,:189,:Vatnsdal
3398,"Ketill veðr, hersir í Hringaríki, ",Ketill veðr,540,Ketil Ram,:328,Ketil Ram,:1,:1,:276,:Laxdoela
3402,"Ketill Þorkelsson hængr, landnm. at Hofi á Rangárvöllum, ",Ketill Þorkelsson hængr,535,Ketil Haeng (son of Thorkel),:73,Ketil Haeng,:1,:-1,:-1,:Egil
3427,"Kjallakr inn gamli Bjarnarson ins austræna, í Bjarnarhöfn, ",Kjallakr inn gamli Bjarnarson ins austræna,546,Kjallak the Old,:349,Kjallak the Old,:1,:3,:278,:Laxdoela
