Canonical_ID,Original_Name,Full_Name,Smiley_ID,Smiley_Name,URAP_ID,URAP_Name,Gender,Chapter,Page,Saga
2990,"Hröngviðr, í Grandvíkróbyggðum, ",Hröngviðr,,,,,,,,
2991,"Hröngviðr, jarl á Jamtalands, ",Hröngviðr,,,,,,,,
2992,"Hross-Björn Raumsson, í Noregi, ",Hross-Björn Raumsson,,,,,,,,
2993,"Hrosskell Þorsteinsson, landnm. á Hallkelsstöðum, ",Hrosskell Þorsteinsson,,,,,,,,
2994,"Hrosskell, landnm. at Yrarfelli í Skagafirði, ",Hrosskell,,,,,,,,
2995,"Hrotti, kappi Tjösnis, ",Hrotti,,,,,,,,
2996,"Hrúga, ",Hrúga,,,,,,,,
2997,"Hrund, valkyrja, ",Hrund,,,,,,,,
2998,"Hrungnir, jötunn, ",Hrungnir,,,,,,,,
2999,"Hrútr Herjólfsson, á Kambsnesi, ",Hrútr Herjólfsson,478,Hrut Herjolfsson,:429,Hrut,:1,:8,:283,:Laxdoela
3000,"Hrútr Tannason, ",Hrútr Tannason,,,,,,,,
3001,"Húfa, tröllkona, ",Húfa,,,,,,,,
3002,"Hugbertus, byskup af Kantaraborg, ",Hugbertus,,,,,,,,
3003,"Hugi, jarl á Írlandi, ",Hugi,,,,,,,,
3004,"Húnbogi inn sterki Álfsson ór Dölum, ",Húnbogi inn sterki Álfsson ór Dölum,479,Hunbogi Alfsson the Strong (of Dalir),:641,Hunbogi the Strong,:1,:62,:391,:Laxdoela
3005,"Hunda-Steinarr, jarl í Englandi, ",Hunda-Steinarr,,,,,,,,
3006,"Hundi, jarl í Skotlandi, ",Hundi,,,,,,,,
3007,"Hundi, landnm. í Hundadal, ",Hundi,480,Hundi (a freed slave. settler Hundadal),:392,Hundi,:1,:6,:280,:Laxdoela
3008,"Hundólfr jarl í Fjörðum, ",Hundólfr jarl í Fjörðum,,,,,,,,
3009,"Húngerðr Þóroddsdóttir, kona Svertings Hafr-Bjarnarsonar, ",Húngerðr Þóroddsdóttir,,,,,,,,
3010,"Húnn (= Bersi Skáld-Torfuson), ",Húnn (= Bersi Skáld-Torfuson),,,,,,,,
3011,"Húnn Guðbrandsson, at Guðbrandsstöðum, ",Húnn Guðbrandsson,,,,,,,,
3012,"Húnröðr Véfröðarson (réttara Ævarsson, Véfröðarsonar), ",Húnröðr Véfröðarson (réttara Ævarsson Véfröðarsonar),482,Hunrod Vefrodarson,:139,Hunrod Vefrodarson,:1,:47,:266,:Vatnsdal
3013,"Húnþjófr, konungr á Norðmæri, ",Húnþjófr,483,Huntjof (King in More),:25,King Hunthjof,:1,:-1,:-1,:Egil
3014,"Hvamm-Sturla, ",Hvamm-Sturla,,,,,,,,
3015,"Hvamm-Þórir, ",Hvamm-Þórir,,,,,,,,
3016,"Hvati, landnm. at Hvatastöðum, ",Hvati,484,Hvati (slave of Ingimund Thorsteinsson),:37,Hvati slave of Ingimund Thorsteinsson,:1,:13,:209,:Vatnsdal
3017,"Hvíta-Kristr, ",Hvíta-Kristr,,,,,,,,
3018,"Hvítserkr Ragnarsson loðbrókar, ",Hvítserkr Ragnarsson loðbrókar,,,,,,,,
3019,"Hvítserkr Soldánsson, konungr á Blálandi, ",Hvítserkr Soldánsson,,,,,,,,
3020,"Hymir, jötunn, ",Hymir,,,,,,,,
3021,"Hyrningr Hallsson, á Hofstöðum, ",Hyrningr Hallsson,,,,,,,,
3022,"Hyrningr Kleppjárnsson ins gamla, ",Hyrningr Kleppjárnsson ins gamla,,,,,,,,
3023,"Hyrningr Óláfsson, ",Hyrningr Óláfsson,,,,,,,,
3024,"Iði, jötunn, ",Iði,,,,,,,,
3025,"Iðunn Arnardóttir, fyrri kona Ásgeirs rauðfeldar Herjólfssonar, ",Iðunn Arnardóttir,,,,,,,,
3026,"Iðunn Molda-Gnúpsdóttir, kona Þjóstars á Álftanesi, ",Iðunn Molda-Gnúpsdóttir,,,,,,,,
3027,"Ígull, bóndi undir Skagafelli, ",Ígull,,,,,,,,
3028,"Illugi Arason, á Reykjahólum, ",Illugi Arason,,,,,,,,
3029,"Illugi Ásláksson inn rammi, í Langadal, ",Illugi Ásláksson inn rammi,485,Illugi Aslaksson (of Langadal),:97,Illugi the Strong,:1,:-1,:-1,:Eyrbyggja
3030,"Illugi Ásmundarson, á Bjargi, ",Illugi Ásmundarson,,,,,,,,
3031,"Illugi Birnuson, ",Illugi Birnuson,,,,,,,,
3032,"Illugi Eiðsson, í Ási, ",Illugi Eiðsson,,,,,,,,
3033,"Illugi Fellsgoði, ",Illugi Fellsgoði,,,,,,,,
3034,"Illugi Halldórsson, frá Hólmi, ",Illugi Halldórsson,,,,,,,,
3035,"Illugi Ingimundarson, at Breiðabólstað, ",Illugi Ingimundarson,,,,,,,,
3036,"Illugi inn rauði Hrólfsson, á Hofstöðum, svo á Innra-Hólmi á Akranesi, ",Illugi inn rauði Hrólfsson,,,,,,,,
3037,"Illugi inn svarti Hallkelsson, á Gilsbakka, ",Illugi inn svarti Hallkelsson,486,Illugi Hallkelsson the Black,:202:381:31:96,Illugi the Black,:1:1:1:1,:-1:6:10:-1,:-1:280:206:-1,:Egil:Laxdoela:Vatnsdal:Eyrbyggja
3038,"Illugi Jódísarson, Þórarinsdóttur, ",Illugi Jódísarson,,,,,,,,
3039,"Illugi Steinbjarnarson, ",Illugi Steinbjarnarson,,,,,,,,
3040,"Illugi Þorbrandsson, ór Alftafirði, ",Illugi Þorbrandsson,,,,,,,,
3041,"Illugi Þórðarson, í Brynjudal, ",Illugi Þórðarson,,,,,,,,
3042,"Illugi Þorgilsson, ór Traðarholti, ",Illugi Þorgilsson,,,,,,,,
3043,"Illugi Þorgrímsson, ",Illugi Þorgrímsson,,,,,,,,
3044,"Illugi Þórisson Tagldarbani, ",Illugi Þórisson Tagldarbani,,,,,,,,
3045,"Illugi Þorvaldsson, Tindssonar, ",Illugi Þorvaldsson,,,,,,,,
3046,"Illugi, farmaðr annar, ",Illugi,,,,,,,,
3047,"Illugi, farmaðr, ",Illugi,,,,,,,,
3048,"Ilmr, valkyrja, ",Ilmr,,,,,,,,
3049,"Indriði, ",Indriði,,,,,,,,
3050,"Ingibjörg Arnardóttir, móðir Skúms, ",Ingibjörg Arnardóttir,,,,,,,,
3051,"Ingibjörg Ásbjarnardóttir, kona Illuga svarta, ",Ingibjörg Ásbjarnardóttir,488,Ingibjorg Asbjarnardottir (mother of Gunnlaug Illgason Serpent-tongue),:380:98,Ingibjorg,:0:2,:6:-1,:280:-1,:Laxdoela:Eyrbyggja
3052,"Ingibjörg Ástríðardóttir, Guðlaugsdóttur, kona Halls prests Gunnsteinssonar, ",Ingibjörg Ástríðardóttir,,,,,,,,
3053,"Ingibjörg Egilsdóttir, kona Bersa Hávarssonar, ",Ingibjörg Egilsdóttir,,,,,,,,
3054,"Ingibjörg Geirsdóttir, kona Helga Þorbjarnarsonar á Keldugnúpi, ",Ingibjörg Geirsdóttir,,,,,,,,
3055,"Ingibjörg Gilsdóttir skeiðarnefs, kona Gull-Þóris Oddssonar, á Þórisstöðum, ",Ingibjörg Gilsdóttir skeiðarnefs,,,,,,,,
3056,"Ingibjörg Grímsdóttir, kona Laga-Eiðs, ",Ingibjörg Grímsdóttir,,,,,,,,
3057,"Ingibjörg Haraldsdóttir ins hárfagra, kona Hálfdanar jarls, ",Ingibjörg Haraldsdóttir ins hárfagra,487,Ingibjorg (daughter of King Harald Fair-hair),:69,Ingibjorg Harald's daughter,:0,:-1,:-1,:Egil
3058,"Ingibjörg Herröðardóttir, kona Þorsteins svarfaðar, ",Ingibjörg Herröðardóttir,,,,,,,,
3059,"Ingibjörg Hróðgeirsdóttir ins hvíta, kona Þorsteins ins hvíta Olvissonar, ",Ingibjörg Hróðgeirsdóttir ins hvíta,,,,,,,,
3060,"Ingibjörg Ísadóttir, kona Ara Þorkelssonar, ",Ingibjörg Ísadóttir,489,Ingibjorg Isadottir (wife of Gisli Thorkelsson),:8,Ingibjorg,:0,:1,:500,:Gisla
3061,"Ingibjörg Ketilsdóttir, kona Trausta Þorgrímssonar, ",Ingibjörg Ketilsdóttir,,,,,,,,
3062,"Ingibjörg Rauðsdóttir ruggu, kona Sigmundar á Vestfold, ",Ingibjörg Rauðsdóttir ruggu,,,,,,,,
3063,"Ingibjörg Tryggvadóttir, kona Rögnvalds Úlfssonar jarls, ",Ingibjörg Tryggvadóttir,490,Ingibjorg Tryggvadottir (sister of King Olaf Tryggvason),:609,Ingibjorg,:0,:41,:353,:Laxdoela
3064,"Ingibjörg Þorgeirsdóttir, á Hafratindum, kona Ásmundar Atlasonar, ",Ingibjörg Þorgeirsdóttir,,,,,,,,
3065,"Ingibjörg Þórisdóttir, kona Auðgísls ok síðar Hallfreðar vandræðaskálds, ",Ingibjörg Þórisdóttir,,,,,,,,
3066,"Ingibjörg, heimakona í Hvammi, ",Ingibjörg,,,,,,,,
3067,"Ingibjörg, kona Álfs aftrkembu, ",Ingibjörg,,,,,,,,
3068,"Ingibjörg, kona Ketils raums, ",Ingibjörg,,,,,,,,
3069,"Ingibjörg, kona Spak-Bersa Özurarsonar, ",Ingibjörg,,,,,,,,
3070,"Ingibjörg, systurdóttir Hákonar jarls, ",Ingibjörg,,,,,,,,
3071,"Ingigerðr Filippusdóttir, kona Þorsteins Halldórssonar á Stórólfshvoli, ",Ingigerðr Filippusdóttir,,,,,,,,
3072,"Ingigerðr Oláfsdóttir, drottning Jarizleifs konungs í Hólmgarði, ",Ingigerðr Oláfsdóttir,,,,,,,,
3073,"Ingigerðr, kona Ísa á Norðmæri, ",Ingigerðr,491,Ingigerd (wife of Isi),:7,Ingigerd,:0,:1,:500,:Gisla
3074,"Ingigerðr, systir Dagstyggs Risa-konungs, kona Burisláfs konungs í Görðum, ",Ingigerðr,,,,,,,,
3075,"Ingileif Árnadóttir, kona Jóns Hákonarsonar í Víðidalstungu, ",Ingileif Árnadóttir,,,,,,,,
3076,"Ingileif Ásbjarnardóttir, kona Órækju Hólmsteinssonar, ",Ingileif Ásbjarnardóttir,,,,,,,,
3077,"Ingileif, kona Ásbjarnar loðinhöfða, ",Ingileif,,,,,,,,
3078,"Ingimarr Sveinsson, af Aski, ",Ingimarr Sveinsson,,,,,,,,
3079,"Ingimundr Einarsson, prestr á Reykjahólum, ",Ingimundr Einarsson,,,,,,,,
3080,"Ingimundr Hafrsson, ór Goðdölum, ",Ingimundr Hafrsson,,,,,,,,
3081,"Ingimundr Illugason, prestr, ",Ingimundr Illugason,,,,,,,,
3082,"Ingimundr inn gamli Þorsteinsson, landnm. at Hofi í Vatnsdal, ",Ingimundr inn gamli Þorsteinsson,493,Ingimund Thorsteinsson the Old,:12,Ingimund Thorsteinsson the Old,:1,:7,:197,:Vatnsdal
3083,"Ingimundr, jarl á Gautlandi, ",Ingimundr,492,Ingimund (Earl of Gotland),:9,Ingimund Earl of Gotland,:1,:3,:192,:Vatnsdal
3084,"Ingiríðr Kjartansdóttir, ",Ingiríðr Kjartansdóttir,,,,,,,,
3085,"Ingiríðr Sveinsdóttir, drottning Óláfs kyrra Haraldssonar, ",Ingiríðr Sveinsdóttir,495,Ingirid (queen. wife of King Olaf Haraldsson the Quiet),:165,Queen Ingirid,:0,:-1,:-1,:Egil
3086,"Ingiríðr Þorvaldsdóttir (rangt Kjartansdóttir), kona Guðlaugs prests Þórðarsonar, ",Ingiríðr Þorvaldsdóttir (rangt Kjartansdóttir),,,,,,,,
3087,"Ingjaldr Alfarinsson, at Ingjaldshváli, ",Ingjaldr Alfarinsson,,,,,,,,
3088,"Ingjaldr Brúnason, landnámsm. á Ingjaldssandi, ",Ingjaldr Brúnason,,,,,,,,
3089,"Ingjaldr Fróðason konungs, ",Ingjaldr Fróðason konungs,499,Ingjald Frodason,:338,Ingjald,:1,:1,:276,:Laxdoela
3090,"Ingjaldr Geirfinnsson inn sterki, ",Ingjaldr Geirfinnsson inn sterki,,,,,,,,
3091,"Ingjaldr Grímsson glammaðar, ",Ingjaldr Grímsson glammaðar,,,,,,,,
3092,"Ingjaldr Helgason ins magra, landnm. at Þverá í Eyjafirði, ",Ingjaldr Helgason ins magra,,,,,,,,
3093,"Ingjaldr Hergilsson, í Hergilsey, ",Ingjaldr Hergilsson,501,Ingjald of Hergilsey,:86,Ingjald of Hergilsey,:1,:24,:535,:Gisla
3094,"Ingjaldr Höskuldsson, at Keldum, ",Ingjaldr Höskuldsson,,,,,,,,
3095,"Ingjaldr Hróarsson, ór Haddingjadal, ",Ingjaldr Hróarsson,,,,,,,,
3096,"Ingjaldr Hrólfsson, í Gnúpufelli (í Víga-Glúms sögu Helgason), ",Ingjaldr Hrólfsson,,,,,,,,
3097,"Ingjaldr inn hvíti Helgason, konungr, ",Ingjaldr inn hvíti Helgason,500,Ingjald Helgason (King),:100,Ingjald Helgason,:1,:-1,:-1,:Eyrbyggja
3098,"Ingjaldr inn illráði Önundarson, Svíakonungr, ",Ingjaldr inn illráði Önundarson,,,,,,,,
3099,"Ingjaldr inn tryggvi, í Hvini, ",Ingjaldr inn tryggvi,,,,,,,,
3100,"Ingjaldr Niðgestsson, í Tungu, ",Ingjaldr Niðgestsson,,,,,,,,
3101,"Ingjaldr Óláfsson feilans, ",Ingjaldr Óláfsson feilans,502,Ingjald Olafsson (Feilan),:454,Ingjald,:1,:11,:286,:Laxdoela
3102,"Ingjaldr Sauðeyjargoði, ",Ingjaldr Sauðeyjargoði,503,Ingjald the Godi of Saudeyjar,:462,Ingjald,:1,:14,:290,:Laxdoela
3103,"Ingjaldr Þorgilsson knappa, ",Ingjaldr Þorgilsson knappa,,,,,,,,
3104,"Ingjaldr Þorkelsson Háeyjartyrðils, ",Ingjaldr Þorkelsson Háeyjartyrðils,,,,,,,,
3105,"Ingjaldr Þorvaldsson, ",Ingjaldr Þorvaldsson,,,,,,,,
3106,"Ingjaldr, at Kársstöðum, ",Ingjaldr,,,,,,,,
3107,"Ingjaldr, bóndi í Hefni, ",Ingjaldr,496,Ingjald (father of Beard-Avaldi),:13,Ingjald in Hefne,:1,:7,:197,:Vatnsdal
3108,"Ingjaldr, bóndi í Ylfi á Hálogalandi, ",Ingjaldr,,,,,,,,
3109,"Ingjaldr, farmaðr, ",Ingjaldr,,,,,,,,
3110,"Ingjaldr, fóstri Bjarnar Hítdælakappa, ",Ingjaldr,,,,,,,,
3111,"Ingjaldr, húskarl á Jörva, ",Ingjaldr,,,,,,,,
3112,"Ingjaldr, í Skógum inum eystri, ",Ingjaldr,,,,,,,,
3113,"Ingjaldsfífl, ",Ingjaldsfífl,,,,,,,,
3114,"Ingólfr Ánason inn sterki, landnm. á Hólmlátri, ",Ingólfr Ánason inn sterki,,,,,,,,
3115,"Ingólfr Arnarson, landnámsm. í Reykjavík, ",Ingólfr Arnarson,505,Ingolf Arnarson (the first settler in Iceland),:75:101,Ingolf Arnarson,:1:1,:-1:-1,:-1:-1,:Egil:Eyrbyggja
3116,"Ingólfr Búason, ",Ingólfr Búason,,,,,,,,
3117,"Ingólfr Herröðarson, landnm. í Ingólfsfirði, ",Ingólfr Herröðarson,,,,,,,,
3118,"Ingólfr inn fagri Þorsteinsson, ",Ingólfr inn fagri Þorsteinsson,506,Ingolf Thorsteinsson (Ingimundarson),:89,Ingolf Thorsteinsson Ingimundarson,:1,:29,:237,:Vatnsdal
3119,"Ingólfr inn sterki Þórólfsson sparrar, ",Ingólfr inn sterki Þórólfsson sparrar,,,,,,,,
3120,"Ingólfr Þorvaldsson, verkstjóri Glúms, ",Ingólfr Þorvaldsson,,,,,,,,
3121,"Ingólfr, bóndi á Sviðinsstöðum, ",Ingólfr,,,,,,,,
3122,"Ingólfr, stýrimaðr, ",Ingólfr,,,,,,,,
3123,"Inguðr, ",Inguðr,,,,,,,,
3124,"Ingunn Helgadóttir ins magra, fyrri kona Hámundar heljarskinns Hjörssonar, ",Ingunn Helgadóttir ins magra,,,,,,,,
3125,"Ingunn Þórisdóttir, kona Þórðar Özurarsonar Freysgoða, ",Ingunn Þórisdóttir,,,,,,,,
3126,"Ingunn Þórólfsdóttir, kona Glúms Geirasonar, ",Ingunn Þórólfsdóttir,507,Ingunn (mother of Thord Ingunnarson),:549,Ingunn,:0,:32,:328,:Laxdoela
3127,"Ingunn Þorsteinsdóttir, kona Ásbjarnar Arnórssonar, ",Ingunn Þorsteinsdóttir,,,,,,,,
3128,"Ingunn, kona Ketils hængs Þorkelssonar, ",Ingunn,508,Ingunn (wife of Ketil Haeng),:77,Ingunn Haeng's wife,:0,:-1,:-1,:Egil
3129,"Ingveldr, ",Ingveldr,,,,,,,,
3130,"Ingvi, sækonungr, ",Ingvi,,,,,,,,
3131,"Innsteinn Geirsson, á Reykjanesi, ",Innsteinn Geirsson,,,,,,,,
3132,"Innsteinn inn skozki, ",Innsteinn inn skozki,,,,,,,,
3133,"Innsteinn, jarl í Finnlandi, ",Innsteinn,,,,,,,,
3134,"Íri, leysingi Þorsteins Egilssonar, ",Íri,509,Iri (a freedman of Thorstein Egilsson),:314,Iri,:1,:-1,:-1,:Egil
3135,"Irpa Hölgadóttir, systir Þorgerðar Hörgabrúðar, ",Irpa Hölgadóttir,,,,,,,,
3136,"Ísa-Steingrímr, ",Ísa-Steingrímr,,,,,,,,
3137,"Ísgerðr Steinarsdóttir, kona Þóris jarls á Vermalandi, ",Ísgerðr Steinarsdóttir,,,,,,,,
3138,"Ísgerðr Þormóðardóttir, seinni kona Örlygs gamla Hrappssonar, ",Ísgerðr Þormóðardóttir,,,,,,,,
3139,"Ísgerðr Þorsteinsdóttir, Oddleifssonar, kona Bölverks Eyjólfssonar, ",Ísgerðr Þorsteinsdóttir,,,,,,,,
3140,"Ísgerðr, at Bárðartjörn, ",Ísgerðr,510,Isgerd (grandmother of Gisli Sursson),:2,Isgerd,:0,:1,:500,:Gisla
3141,"Ísgerðr, kona Þorbjarnar súrs eða Þorkels skerauka, ",Ísgerðr,,,,,,,,
3142,"Ísi, í Fjarðafylki, ",Ísi,511,Isi (at Fibule),:6,Isi,:1,:1,:500,:Gisla
3143,"Ísleifr Gizurarson, byskup í Skálahold, ",Ísleifr Gizurarson,512,Isleif Gizurarson,:587,Bishop Isleif,:1,:40,:345,:Laxdoela
3144,"Ísleifr Ísröðarson, Holtasonar, ",Ísleifr Ísröðarson,,,,,,,,
3145,"Ísleifr, landnm. á Ísleifsstöðum, ",Ísleifr,,,,,,,,
3146,"Ísólfr, landnm. á Búlandi, ",Ísólfr,,,,,,,,
3147,"Ísólfr. bóndi á Tjörnesi, ",Ísólfr. bóndi á Tjörnesi,,,,,,,,
3148,"Ísólir Bjólfsson, í Seyðisfirði, ",Ísólir Bjólfsson,,,,,,,,
3149,"Ísrauðr, granni Vígfúss á Sólheimum, ",Ísrauðr,,,,,,,,
3150,"Ísröðr Holtason, í Langadal, ",Ísröðr Holtason,,,,,,,,
3151,"Ísröðr Hróaldsson bjólu, ",Ísröðr Hróaldsson bjólu,,,,,,,,
3152,"Ísröðr, landnm. á Ísröðarstöðum, ",Ísröðr,,,,,,,,
3153,"Ívarr beytill, ",Ívarr beytill,,,,,,,,
3154,"Ívarr Erlingsson ljómi, ",Ívarr Erlingsson ljómi,,,,,,,,
3155,"Ívarr Hálfdanarson inn víðfaðmi, konungr, ",Ívarr Hálfdanarson inn víðfaðmi,,,,,,,,
3156,"Ívarr Hálfdanarson, Upplendingajarl, ",Ívarr Hálfdanarson,,,,,,,,
3157,"Ívarr Hrútsson, Herjólfssonar, ",Ívarr Hrútsson,,,,,,,,
3158,"Ívarr Ingimundarson, skáld, ",Ívarr Ingimundarson,,,,,,,,
3159,"Ívarr inn beinlausi Ragnarsson loðbrókar, ",Ívarr inn beinlausi Ragnarsson loðbrókar,,,,,,,,
3160,"Ívarr Kolbeinsson, ór Kolbeinsvík, ",Ívarr Kolbeinsson,,,,,,,,
3161,"Ívarr Rögnvaldsson Mærajarls, ",Ívarr Rögnvaldsson Mærajarls,,,,,,,,
3162,"Ívarr víkingr, bróðir Hreiðars, ",Ívarr víkingr,,,,,,,,
3163,"Ívarr Þórðarson, Hafliðasonar, ",Ívarr Þórðarson,,,,,,,,
3164,"Ívarr, háleygskr maðr, ",Ívarr,,,,,,,,
3165,"Ívi, sækonungr, ",Ívi,,,,,,,,
3166,"Jakob postuli, ",Jakob postuli,,,,,,,,
3167,"Jálfaðr, heiti Óðins, ",Jálfaðr,,,,,,,,
3168,"Jálkr, heiti Óðins, ",Jálkr,,,,,,,,
3169,"Jarizleifr, konungr í Hólmgarði, ",Jarizleifr,,,,,,,,
3170,"Jarlmaðr, leikari, ",Jarlmaðr,,,,,,,,
3171,"Járngerðr Ljótsdóttir, kona Markúss lögsögumanns Skeggjasonar, ",Járngerðr Ljótsdóttir,,,,,,,,
3172,"Járngerðr Ófeigsdóttir, ór Sköpum, ",Járngerðr Ófeigsdóttir,,,,,,,,
3173,"Járngerðr Þórarinsdóttir korna, kona Úlfs Uggasonar, ",Járngerðr Þórarinsdóttir korna,,,,,,,,
3174,"Járngerðr, kona Koðráns at Giljá, ",Járngerðr,,,,,,,,
3175,"Járngrímr, ór Lómagnúpi, ",Járngrímr,,,,,,,,
3176,"Járnskeggi Ásbjarnarson, á Yrjum, ",Járnskeggi Ásbjarnarson,,,,,,,,
3177,"Járnskeggi Einarsson (Skeggi), at Þverá, ",Járnskeggi Einarsson (Skeggi),,,,,,,,
3178,"Járnskjöldr, jötunn, ",Járnskjöldr,,,,,,,,
3179,"Játgeirr, Englakonungr, ",Játgeirr,,,,,,,,
3180,"Játgeirr, flugumaðr, ",Játgeirr,,,,,,,,
3181,"Jathguð Gillason, ",Jathguð Gillason,,,,,,,,
3182,"Játmundr inn helgi, Englakonungr (Eaðmundr), ",Játmundr inn helgi,,,,,,,,
3183,"Játmundr Játvarðsson, Englandskonungr, ",Játmundr Játvarðsson,165,Edmund I,:230,Edmund,:1,:-1,:-1,:Egil
3184,"Játvarðr Elfráðsson, Englakonungr, ",Játvarðr Elfráðsson,166,Edward the Elder,:184,Edward,:1,:-1,:-1,:Egil
3185,"Játvarðr inn helgi, ",Játvarðr inn helgi,,,,,,,,
3186,"Játvarðr, Englakonungr, ",Játvarðr,,,,,,,,
3187,"Jesús Kristr (Hvíta-Kristr), ",Jesús Kristr (Hvíta-Kristr),,,,,,,,
3188,"Jóan, ",Jóan,,,,,,,,
3189,"Jódís Guðmundardóttir, kona Þorsteins Skaftasonar, ",Jódís Guðmundardóttir,,,,,,,,
3190,"Jódís Illugadóttir ins ramma, kona Más Ingasonar, ",Jódís Illugadóttir ins ramma,,,,,,,,
3191,"Jódís Oddsdóttir, Hallkelssonar, ",Jódís Oddsdóttir,,,,,,,,
3192,"Jódís Snartardóttir, kona Eyjólfs Hallbjarnarsonar, ",Jódís Snartardóttir,,,,,,,,
3193,"Jódís Þórarinsdóttir, Þorgilssonar, ",Jódís Þórarinsdóttir,,,,,,,,
3194,"Jöðurr Klængsson, á Skeljabrekku, ",Jöðurr Klængsson,,,,,,,,
3195,"Jöðurr, heimamaðr Glúms, ",Jöðurr,,,,,,,,
3196,"Jófríðr Bárðardóttir, kona Árna Torfusonar, ",Jófríðr Bárðardóttir,,,,,,,,
3197,"Jófríðr Gunnarsdóttir, kona ÞóroddsTungu-Oddssonar, svo Þorsteins Egilssonar á Borg, ",Jófríðr Gunnarsdóttir,515,Jofrid Gunnarsdottir (wife of Thorstein Egilsson),:284:418,Jofrid Gunnarsdottir,:0:0,:-1:7,:-1:282,:Egil:Laxdoela
3198,"Jófríðr Tungu-Oddsdóttir, kona Þorfinns SelÞórissonar, ",Jófríðr Tungu-Oddsdóttir,,,,,,,,
3199,"Jóhan inn írski, byskup, ",Jóhan inn írski,,,,,,,,
3200,"Jóhannes baptista (þ. e. skírari), ",Jóhannes baptista (þ. e. skírari),,,,,,,,
3201,"Jóhannes páfi fimmti (á að vera: áttundi), ",Jóhannes páfi fimmti (á að vera: áttundi),,,,,,,,
3202,"Jökull Bárðarson, skáld, ",Jökull Bárðarson,,,,,,,,
3203,"Jökull Bjarnarson, ",Jökull Bjarnarson,,,,,,,,
3204,"Jökull Búason, ",Jökull Búason,,,,,,,,
3205,"Jökull Grísson, í Hörgsdal, ",Jökull Grísson,,,,,,,,
3206,"Jökull Hólmkelsson, ",Jökull Hólmkelsson,,,,,,,,
3207,"Jökull Ingimundarson ins gamla, ",Jökull Ingimundarson ins gamla,517,Jokul Ingimundarson (son of Ingimund Thorsteinsson),:38,Jokul Ingimundarson son of Ingimund Thorsteinsson,:1,:13,:209,:Vatnsdal
3208,"Jökull Ingimundarson jarls, stígamaðr, ",Jökull Ingimundarson jarls,516,Jokul Ingimundarson (son of Ingimund Earl of Gotland),:8,Jokul Ingimundarson son of Ingimund Earl of Gotland,:1,:3,:191,:Vatnsdal
3209,"Jökull Skeggjason, ",Jökull Skeggjason,,,,,,,,
3210,"Jökull, stýrimaðr, ",Jökull,,,,,,,,
3211,"Jökull, víkingr, ",Jökull,,,,,,,,
3212,"Jólgeirr, landnm. á Jolgeirsstöðum, ",Jólgeirr,,,,,,,,
3213,"Jólnir, berserkr, ",Jólnir,,,,,,,,
3214,"Jón Árnason, í Bjarkey, ",Jón Árnason,518, Jon Ulfsson (son of Ulf Ospaksson) ,:103,Jon,:1,:-1,:-1,:Eyrbyggja
3215,"Jón Arnþórsson, prestr, ",Jón Arnþórsson,,,,,,,,
3216,"Jón Hákonarson, í Víðidalstungu, ",Jón Hákonarson,,,,,,,,
3217,"Jón inn helgi Ogmundarson (Jóan), byskup á Hólum, ",Jón inn helgi Ogmundarson (Jóan),,,,,,,,
3218,"Jón korpr Hrafnsson, í Glaumbæ, ",Jón korpr Hrafnsson,,,,,,,,
3219,"Jón Loftsson, í Odda, ",Jón Loftsson,,,,,,,,
3220,"Jón Oddsson, ",Jón Oddsson,,,,,,,,
3221,"Jón Pétrsson, prestr, ",Jón Pétrsson,,,,,,,,
3222,"Jón Sigmundarson inn yngri, á Valþjófsstöðum ok Svínafelli, ",Jón Sigmundarson inn yngri,,,,,,,,
3223,"Jón Sigurðarson, í Ási í Holtum, ",Jón Sigurðarson,,,,,,,,
3224,"Jón Úlfsson, á Reyrvelli, ",Jón Úlfsson,518,Jon Ulfsson (son of Ulf Ospaksson),:619,Jon,:1,:50,:374,:Laxdoela
3225,"Jón Þorgeirsson, prestr í Hold undir Eyjafjöllum, ",Jón Þorgeirsson,,,,,,,,
3226,"Jón Þorvarðarson inn svarti, prestr í Miklagarði, ",Jón Þorvarðarson inn svarti,,,,,,,,
3227,"Jón, bóndi at Hvassafelli, ",Jón,,,,,,,,
3228,"Jón, konungr í Miklagarði, ",Jón,,,,,,,,
3229,"Jón, ónefndr reifingarmaðr, ",Jón,,,,,,,,
3230,"Jóra Egilsdóttir, ór Jórukleif, ",Jóra Egilsdóttir,,,,,,,,
3231,"Jóra Harradóttir, Helgasonar, ",Jóra Harradóttir,,,,,,,,
3232,"Jóra Helgadóttir, kona Geirleifs Eiríkssonar, ",Jóra Helgadóttir,,,,,,,,
3233,"Jóra Klængsdóttir byskups, fyrri kona Þorvalds Gizurarsonar í Hruna, ",Jóra Klængsdóttir byskups,,,,,,,,
3234,"Jörð, ásynja (móðir Þórs), ",Jörð,,,,,,,,
3235,"Jóreiðr [líki. Hallsdótdr, Þórarinssonar], móðir Ara fróða, ",Jóreiðr [líki. Hallsdótdr,,,,,,,,
3236,"Jóreiðr Ölvisdóttir, kona Hrosskels Þorsteinssonar, ",Jóreiðr Ölvisdóttir,,,,,,,,
3237,"Joreiðr Tindsdóttir, Hallkelssonar, kona Þorkels Sigmundarsonar, ",Joreiðr Tindsdóttir,,,,,,,,
